UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6297,L53476,L,301.0,310.5,1429,39.4,98,0,No Failure
8174,H37587,H,299.9,311.4,1497,37.0,162,0,No Failure
6885,L54064,L,300.8,311.2,1492,39.0,109,0,No Failure
4765,M19624,M,303.7,312.0,1402,48.6,76,0,No Failure
813,L47992,L,296.8,307.6,1338,44.4,128,0,No Failure
4971,L52150,L,303.8,312.6,1565,36.0,179,0,No Failure
7703,M22562,M,300.7,311.7,1701,30.8,44,0,No Failure
2292,M17151,M,299.5,308.8,1886,20.9,117,0,No Failure
9093,L56272,L,297.3,308.1,1568,34.4,194,0,No Failure
7059,L54238,L,300.7,310.6,1520,45.9,146,0,No Failure
904,L48083,L,295.7,306.2,2270,14.6,149,1,Power Failure
5369,M20228,M,303.1,312.5,1667,30.0,160,0,No Failure
3553,M18412,M,301.8,310.9,1358,52.3,56,0,No Failure
3041,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure
1040,L48219,L,296.7,307.7,1524,36.8,82,0,No Failure
9860,M24719,M,298.6,309.5,1580,33.9,70,0,No Failure
9294,L56473,L,298.3,309.1,1437,38.0,93,0,No Failure
3163,L50342,L,300.5,309.9,1480,40.0,148,0,No Failure
6766,L53945,L,301.5,310.9,1580,32.3,11,0,No Failure
8939,M23798,M,297.4,308.4,1517,41.0,18,0,No Failure
5080,M19939,M,304.2,313.4,1411,54.8,44,0,No Failure
6731,M21590,M,301.6,311.0,1431,42.3,129,0,No Failure
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure
109,H29522,H,298.9,308.8,1621,32.7,75,0,No Failure
7196,M22055,M,300.1,310.1,1443,49.3,61,0,No Failure
7416,L54595,L,300.1,311.2,1489,39.1,188,0,No Failure
7614,L54793,L,300.5,311.3,1475,46.3,49,0,No Failure
1962,L49141,L,297.8,307.5,1448,51.2,107,0,No Failure
670,H30083,H,297.5,308.9,1471,37.7,197,0,No Failure
6379,L53558,L,300.0,309.6,1514,44.6,98,0,No Failure
5558,M20417,M,302.5,312.0,1436,43.5,184,0,No Failure
1917,L49096,L,298.0,307.7,1387,50.8,204,0,No Failure
3435,M18294,M,301.5,310.5,1412,44.1,184,0,No Failure
2123,M16982,M,299.2,308.8,1523,38.9,112,0,No Failure
4122,M18981,M,302.1,310.7,1364,47.8,213,1,Heat Dissipation Failure
2164,L49343,L,299.6,309.2,1422,39.8,219,0,No Failure
4887,L52066,L,303.8,312.5,1372,45.7,180,0,No Failure
5045,L52224,L,304.1,313.2,1412,47.5,150,0,No Failure
5576,H34989,H,302.4,312.0,1477,39.7,18,0,No Failure
6563,M21422,M,301.5,310.7,1871,21.3,152,0,No Failure
5830,M20689,M,301.2,311.1,1574,34.3,4,0,No Failure
7308,M22167,M,300.0,310.4,1385,52.1,128,0,No Failure
3425,L50604,L,301.5,310.5,1593,32.9,155,0,No Failure
7965,L55144,L,300.9,312.1,1423,40.2,63,0,No Failure
8625,H38038,H,297.5,308.4,1490,39.7,34,0,No Failure
2180,L49359,L,299.6,309.2,1601,33.3,33,0,No Failure
6352,L53531,L,300.0,309.7,1542,47.1,25,0,No Failure
5736,L52915,L,302.4,311.8,1673,30.1,210,0,No Failure
3438,L50617,L,301.5,310.5,2297,15.8,191,0,No Failure
8390,L55569,L,298.8,309.9,1525,39.7,77,0,No Failure
5078,L52257,L,304.3,313.3,1775,24.9,39,0,No Failure
7012,L54191,L,300.5,310.5,2633,12.2,17,1,Power Failure
7704,H37117,H,300.7,311.7,1864,23.6,47,0,No Failure
9819,M24678,M,298.6,309.4,1407,45.1,176,0,No Failure
9131,L56310,L,297.6,308.6,1576,32.7,83,0,No Failure
896,M15755,M,295.6,306.2,1435,51.6,126,0,No Failure
2662,M17521,M,299.9,309.4,1509,42.8,190,0,No Failure
7192,L54371,L,300.3,310.3,1629,34.1,52,0,No Failure
57,L47236,L,298.8,309.1,1477,42.4,158,0,No Failure
1211,L48390,L,297.0,308.1,1537,39.0,103,0,No Failure
6625,L53804,L,301.7,310.7,1532,39.8,92,0,No Failure
5828,L53007,L,301.3,311.1,1624,40.9,0,0,No Failure
538,H29951,H,297.4,309.3,1516,43.0,83,0,No Failure
2551,L49730,L,299.4,309.3,1366,48.4,116,0,No Failure
6163,L53342,L,301.0,310.8,1558,34.9,196,0,No Failure
5802,L52981,L,301.5,310.8,1413,44.6,166,0,No Failure
7410,L54589,L,299.8,310.9,2084,17.6,175,0,No Failure
1563,L48742,L,298.2,308.3,2216,16.8,139,0,No Failure
9895,L57074,L,298.9,309.5,1645,31.1,169,0,No Failure
5822,L53001,L,301.3,311.1,1303,49.2,212,0,No Failure
4861,M19720,M,303.6,312.4,1504,49.5,109,0,No Failure
1715,L48894,L,298.2,307.8,1388,48.6,76,0,No Failure
562,M15421,M,297.5,309.4,1678,34.4,148,0,No Failure
7336,L54515,L,299.9,310.4,1328,49.9,206,0,No Failure
4091,L51270,L,302.0,310.5,2197,15.8,133,0,No Failure
1352,L48531,L,298.7,310.2,1525,43.7,34,0,No Failure
4151,L51330,L,301.9,310.4,1610,34.8,71,0,No Failure
2176,M17035,M,299.5,309.2,1590,35.9,22,0,No Failure
2861,H32274,H,300.6,309.4,1463,49.2,235,0,No Failure
9301,L56480,L,298.1,308.9,1367,41.9,113,0,No Failure
1892,L49071,L,297.7,307.4,1764,29.0,139,0,No Failure
3544,L50723,L,301.8,310.9,1449,36.5,33,0,No Failure
9334,L56513,L,298.5,309.0,1450,40.5,199,0,No Failure
5290,M20149,M,303.9,313.3,1507,34.3,161,0,No Failure
7781,L54960,L,300.4,311.6,1815,23.5,49,0,No Failure
7601,M22460,M,300.4,311.0,1595,35.4,15,0,No Failure
4801,M19660,M,303.5,312.5,1353,51.0,172,0,No Failure
4600,L51779,L,303.1,311.1,1420,55.8,113,0,No Failure
5019,M19878,M,303.9,313.0,1620,36.6,80,0,No Failure
4638,M19497,M,303.1,311.3,1847,24.7,212,0,No Failure
4689,L51868,L,303.5,311.6,1577,38.1,112,0,No Failure
6526,L53705,L,301.1,310.4,1312,73.6,49,1,Power Failure
464,L47643,L,297.4,308.7,2874,4.2,118,1,Power Failure
1812,M16671,M,298.1,307.8,1569,31.2,131,0,No Failure
4766,L51945,L,303.7,312.0,1892,22.5,79,0,No Failure
6398,M21257,M,300.0,309.6,1587,32.6,152,0,No Failure
5421,L52600,L,302.6,312.3,1512,34.2,44,0,No Failure
2782,L49961,L,300.2,309.5,2183,17.8,39,0,No Failure
3505,M18364,M,301.7,310.8,1524,41.3,147,0,No Failure
7376,M22235,M,299.4,309.9,1567,40.6,87,0,No Failure
7051,L54230,L,300.6,310.4,1457,47.7,120,0,No Failure
8872,M23731,M,297.9,309.1,1558,39.2,59,0,No Failure
8313,M23172,M,298.8,310.0,1529,38.5,77,0,No Failure
2372,L49551,L,299.3,308.5,1409,44.8,91,0,No Failure
3547,M18406,M,301.9,310.9,1317,51.9,40,0,No Failure
6036,M20895,M,300.6,310.9,1702,30.3,91,0,No Failure
121,L47300,L,298.9,308.7,1433,44.7,108,0,No Failure
7954,L55133,L,301.0,312.0,1447,36.8,31,0,No Failure
1041,L48220,L,296.7,307.7,1502,43.9,84,0,No Failure
9087,L56266,L,297.1,307.8,1428,43.7,179,0,No Failure
6275,M21134,M,301.2,310.7,1543,32.9,40,0,No Failure
1941,L49120,L,298.1,307.9,1578,35.6,55,0,No Failure
1004,L48183,L,296.2,307.1,1444,46.7,194,0,No Failure
2814,L49993,L,300.0,309.3,1887,22.6,120,0,No Failure
5037,L52216,L,304.0,313.2,1615,37.8,127,0,No Failure
7544,L54723,L,300.3,311.5,1446,45.0,82,0,No Failure
8059,L55238,L,300.3,311.6,1515,44.9,69,0,No Failure
6380,L53559,L,300.1,309.7,1485,45.9,100,0,No Failure
7855,L55034,L,300.3,311.8,1551,37.2,9,0,No Failure
7319,H36732,H,299.9,310.3,1535,43.9,154,0,No Failure
2634,L49813,L,300.1,309.8,1532,39.8,115,0,No Failure
5747,M20606,M,302.1,311.5,1635,31.6,23,0,No Failure
5795,M20654,M,301.9,311.5,1492,40.8,150,0,No Failure
5709,L52888,L,302.3,311.7,1611,38.6,143,0,No Failure
5379,L52558,L,302.9,312.4,1550,36.9,194,0,No Failure
8659,L55838,L,297.4,308.5,1496,36.4,126,0,No Failure
3256,L50435,L,301.0,309.7,1491,42.9,165,0,No Failure
7570,L54749,L,300.2,311.0,1255,71.8,149,1,Power Failure
7584,L54763,L,300.3,311.1,1480,46.6,185,0,No Failure
1383,L48562,L,298.8,310.1,1653,30.3,119,0,No Failure
9235,L56414,L,298.3,309.1,1904,20.3,140,0,No Failure
1814,L48993,L,298.1,307.7,1479,45.0,136,0,No Failure
1010,M15869,M,296.2,307.2,1385,44.0,5,0,No Failure
576,M15435,M,297.9,309.9,1410,55.4,188,0,No Failure
5387,L52566,L,302.9,312.2,1469,42.0,214,0,No Failure
1774,L48953,L,298.5,308.0,1384,59.5,27,0,No Failure
7826,M22685,M,299.9,311.2,1579,35.5,162,0,No Failure
2106,L49285,L,299.3,309.1,1495,44.0,55,0,No Failure
2025,M16884,M,298.7,308.6,1722,24.7,64,0,No Failure
726,L47905,L,297.4,308.8,1640,34.2,142,0,No Failure
9634,H39047,H,299.1,310.1,1421,41.2,149,0,No Failure
5897,L53076,L,301.1,310.8,1274,55.7,169,0,No Failure
5625,M20484,M,302.8,312.2,1469,36.9,143,0,No Failure
6308,L53487,L,301.0,310.3,1617,34.5,126,0,No Failure
7722,L54901,L,300.5,311.6,1425,42.4,102,0,No Failure
4089,L51268,L,301.9,310.5,1477,42.4,128,0,No Failure
7434,M22293,M,300.1,311.4,1913,21.9,15,0,No Failure
17,M14876,M,298.6,309.2,1311,46.6,44,0,No Failure
2921,L50100,L,300.7,309.7,1598,33.7,149,0,No Failure
9430,L56609,L,298.2,308.8,1498,36.0,39,0,No Failure
6506,L53685,L,301.1,310.1,1457,39.6,215,0,No Failure
4687,M19546,M,303.5,311.6,1562,34.2,107,0,No Failure
7591,M22450,M,300.4,311.0,1433,46.1,199,0,No Failure
5114,L52293,L,304.1,313.6,1382,46.7,134,0,No Failure
7799,L54978,L,300.0,311.5,1812,28.3,94,0,No Failure
1336,L48515,L,299.0,310.4,1371,53.8,228,1,Overstrain Failure
3696,L50875,L,302.2,311.3,1530,37.3,207,1,Tool Wear Failure
12,H29425,H,298.6,309.1,1423,44.3,29,0,No Failure
2511,L49690,L,299.1,309.0,1405,53.8,18,0,No Failure
9877,H39290,H,298.8,309.7,1461,55.1,118,0,No Failure
5346,L52525,L,303.5,312.8,1524,39.4,96,0,No Failure
5268,M20127,M,303.5,312.9,1438,42.8,106,0,No Failure
5698,L52877,L,302.5,311.9,1354,49.4,117,0,No Failure
979,M15838,M,296.2,306.8,1526,42.3,129,0,No Failure
5486,L52665,L,302.6,312.1,1344,51.0,206,0,No Failure
1566,L48745,L,298.0,308.2,1459,42.1,146,0,No Failure
1686,L48865,L,297.9,307.3,1824,26.3,5,0,No Failure
387,L47566,L,297.6,308.7,1319,50.9,141,0,No Failure
9177,L56356,L,297.8,308.9,1518,40.4,2,0,No Failure
1794,L48973,L,298.1,307.8,1761,28.2,76,0,No Failure
2949,L50128,L,300.7,309.5,1850,24.5,19,0,No Failure
4879,L52058,L,303.7,312.4,1348,51.0,152,0,No Failure
5497,M20356,M,302.9,312.5,1924,24.0,17,0,No Failure
284,L47463,L,298.2,308.2,1469,43.0,88,0,No Failure
5407,L52586,L,302.7,312.4,1360,47.8,11,0,No Failure
1919,M16778,M,298.1,307.9,1496,40.0,0,0,No Failure
2318,L49497,L,299.2,308.8,1605,31.1,181,0,No Failure
3836,M18695,M,302.3,311.1,1435,43.1,149,0,No Failure
2319,L49498,L,299.2,308.8,1405,51.4,183,0,No Failure
8996,L56175,L,297.2,308.0,1474,43.7,162,0,No Failure
4860,L52039,L,303.7,312.4,1535,38.6,107,0,No Failure
6562,L53741,L,301.5,310.7,1596,35.4,150,0,No Failure
7696,L54875,L,300.6,311.7,1488,47.7,22,0,No Failure
8038,L55217,L,300.7,311.8,1603,34.1,17,0,No Failure
7994,L55173,L,301.1,312.3,1595,31.9,134,0,No Failure
8821,L56000,L,297.3,308.7,1551,40.0,125,0,No Failure
941,L48120,L,295.6,306.2,1443,48.9,33,0,No Failure
5182,L52361,L,304.0,313.1,1720,28.7,106,0,No Failure
5598,L52777,L,302.7,312.0,1501,37.0,77,0,No Failure
3085,H32498,H,300.1,309.4,1329,55.2,143,0,No Failure
5339,M20198,M,303.3,312.5,1674,32.7,76,0,No Failure
2463,L49642,L,298.9,308.5,1742,34.5,117,0,No Failure
5883,L53062,L,301.4,311.1,1469,36.9,133,0,No Failure
1852,M16711,M,297.7,307.3,1365,49.2,36,0,No Failure
4298,M19157,M,301.8,310.2,1609,34.2,217,0,No Failure
6315,M21174,M,301.0,310.4,1793,25.0,142,0,No Failure
612,L47791,L,298.1,310.0,1553,40.9,49,0,No Failure
5742,M20601,M,302.3,311.7,1483,40.5,8,0,No Failure
102,L47281,L,298.8,308.8,1991,20.7,59,0,No Failure
3935,M18794,M,302.6,311.6,1518,39.0,184,0,No Failure
2260,L49439,L,299.1,308.3,1431,52.3,38,0,No Failure
4146,M19005,M,301.8,310.3,1465,46.5,60,0,No Failure
7774,L54953,L,300.3,311.4,1759,24.8,34,0,No Failure
5328,M20187,M,303.5,312.7,2116,16.7,45,0,No Failure
4338,L51517,L,301.6,309.9,1440,43.4,100,0,No Failure
268,L47447,L,297.9,308.0,1954,21.1,42,0,No Failure
2635,L49814,L,300.0,309.7,1554,32.0,117,0,No Failure
2891,L50070,L,300.6,309.7,1593,32.4,76,0,No Failure
7955,L55134,L,301.0,311.9,1454,41.9,33,0,No Failure
3595,M18454,M,301.6,310.4,1452,45.7,164,0,No Failure
5649,L52828,L,302.5,311.9,1401,44.9,203,0,No Failure
471,H29884,H,297.3,308.8,1499,44.2,134,0,No Failure
5312,H34725,H,303.7,312.9,1460,49.8,2,0,No Failure
4656,L51835,L,303.1,311.1,1854,22.6,19,0,No Failure
1853,M16712,M,297.6,307.1,1526,39.1,39,0,No Failure
9921,H39334,H,298.5,308.7,1450,43.9,28,0,No Failure
8660,L55839,L,297.5,308.5,1375,55.6,128,0,No Failure
9767,H39180,H,298.6,309.6,1449,42.5,16,0,No Failure
5955,L53134,L,300.8,310.9,1732,25.7,109,0,No Failure
222,H29635,H,298.4,308.5,1827,24.3,153,0,No Failure
4580,L51759,L,303.0,311.2,1374,48.2,65,1,Heat Dissipation Failure
3674,H33087,H,302.3,311.7,1449,44.5,152,0,No Failure
5771,L52950,L,301.6,311.2,1408,42.9,89,0,No Failure
6120,L53299,L,300.9,311.1,1471,39.3,91,0,No Failure
7807,L54986,L,300.0,311.5,1349,48.6,113,0,No Failure
3378,H32791,H,301.5,310.8,1591,29.6,33,0,No Failure
4740,L51919,L,303.2,311.4,1351,53.8,8,1,Heat Dissipation Failure
6945,M21804,M,300.7,311.3,1487,39.8,50,0,No Failure
7926,M22785,M,300.7,311.9,1697,28.2,191,0,No Failure
6221,L53400,L,301.1,310.8,1470,49.3,116,0,No Failure
1119,L48298,L,296.5,307.5,1443,41.8,87,0,No Failure
7184,L54363,L,300.2,310.3,1445,50.9,34,0,No Failure
2130,H31543,H,299.4,309.0,1607,33.7,130,0,No Failure
5575,L52754,L,302.4,312.0,1305,49.1,16,0,No Failure
4029,L51208,L,302.0,310.9,1455,43.2,220,0,No Failure
7750,L54929,L,300.4,311.6,1674,33.0,172,0,No Failure
2328,M17187,M,299.3,308.7,1420,50.3,208,0,No Failure
4406,L51585,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure
7213,M22072,M,299.8,309.7,1705,28.5,103,0,No Failure
3003,M17862,M,300.5,309.8,1555,38.9,166,0,No Failure
1445,L48624,L,299.0,310.2,1477,37.9,60,0,No Failure
5279,M20138,M,303.5,312.9,1618,30.4,130,0,No Failure
6232,M21091,M,301.3,311.0,1495,40.8,148,0,No Failure
6296,H35709,H,301.1,310.6,1782,24.9,93,0,No Failure
439,L47618,L,297.4,308.4,1341,52.2,49,0,No Failure
1329,M16188,M,298.8,310.1,1719,28.8,206,0,No Failure
9798,M24657,M,298.4,309.2,1597,33.5,116,0,No Failure
9712,H39125,H,299.1,310.1,1429,42.9,96,0,No Failure
559,L47738,L,297.5,309.4,1650,34.6,142,0,No Failure
357,M15216,M,297.6,308.4,1398,48.9,63,0,No Failure
7481,M22340,M,300.2,311.4,1570,35.3,138,0,No Failure
7187,M22046,M,300.4,310.5,1644,31.4,41,0,No Failure
8588,M23447,M,297.4,307.9,1627,34.3,166,0,No Failure
2196,L49375,L,299.6,308.9,1613,30.8,80,0,No Failure
3727,M18586,M,302.3,311.2,1505,36.7,78,0,No Failure
7666,L54845,L,300.5,311.6,1497,40.5,180,0,No Failure
4269,L51448,L,302.7,311.0,1694,29.8,150,0,No Failure
6930,M21789,M,301.0,311.6,1301,55.0,9,0,No Failure
1694,H31107,H,298.0,307.5,1683,27.8,26,0,No Failure
8486,L55665,L,298.4,309.5,1450,47.9,112,0,No Failure
6015,H35428,H,300.8,310.8,1618,32.8,40,0,No Failure
8795,M23654,M,297.4,308.5,1497,36.4,56,0,No Failure
5933,L53112,L,300.5,310.5,1515,36.6,54,0,No Failure
9390,L56569,L,297.6,308.0,1258,57.4,139,0,No Failure
8422,L55601,L,298.9,310.3,1496,36.3,161,0,No Failure
9322,L56501,L,298.4,309.2,1335,53.5,168,0,No Failure
1344,L48523,L,298.5,310.2,1676,32.7,18,0,No Failure
7263,M22122,M,300.4,310.6,1545,35.6,16,0,No Failure
7884,H37297,H,300.7,312.3,1446,45.4,86,0,No Failure
9082,L56261,L,297.3,308.0,1527,35.1,165,0,No Failure
5431,L52610,L,302.8,312.5,1694,28.4,66,0,No Failure
6748,M21607,M,301.8,311.1,1597,29.8,177,0,No Failure
1801,M16660,M,298.0,307.5,1524,36.3,98,0,No Failure
1429,L48608,L,298.8,309.9,1568,33.7,13,0,No Failure
4311,L51490,L,301.4,310.0,1776,25.6,30,0,No Failure
7990,L55169,L,301.1,312.4,1430,37.9,124,0,No Failure
7526,H36939,H,300.1,311.5,1383,49.1,33,0,No Failure
2860,L50039,L,300.6,309.4,1549,43.4,233,0,No Failure
7273,L54452,L,300.2,310.3,1202,59.5,40,0,No Failure
7228,L54407,L,299.7,309.6,1720,27.1,146,0,No Failure
2013,L49192,L,298.6,308.4,1397,46.4,36,0,No Failure
9098,L56277,L,297.3,308.1,1642,36.9,206,0,No Failure
432,L47611,L,297.5,308.5,1446,41.9,32,0,No Failure
5043,L52222,L,304.1,313.2,1569,35.8,146,0,No Failure
4552,M19411,M,302.6,310.5,1524,33.7,204,0,No Failure
2107,L49286,L,299.4,309.1,1645,28.6,57,0,No Failure
4208,M19067,M,302.3,310.9,1710,30.4,218,1,Tool Wear Failure
4848,L52027,L,303.4,311.9,1434,44.6,78,0,No Failure
7587,L54766,L,300.4,311.1,1589,35.5,191,0,No Failure
5704,H35117,H,302.3,311.7,1456,45.4,130,0,No Failure
3599,L50778,L,301.7,310.5,1399,53.2,174,0,No Failure
9341,H38754,H,298.4,308.9,1577,37.1,0,0,No Failure
4437,M19296,M,302.4,310.1,1577,35.8,136,0,No Failure
905,H30318,H,295.7,306.2,1458,49.8,151,0,No Failure
2529,L49708,L,298.8,308.6,1730,25.9,59,0,No Failure
9730,L56909,L,298.7,309.8,1695,29.0,145,0,No Failure
6573,L53752,L,301.4,310.7,1428,53.7,176,0,No Failure
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure
6245,M21104,M,301.0,310.4,1665,30.9,177,0,No Failure
8823,L56002,L,297.4,308.8,1462,49.7,132,0,No Failure
7220,M22079,M,299.8,309.7,1556,37.7,124,0,No Failure
1381,L48560,L,298.7,310.1,1786,27.7,114,0,No Failure
7412,L54591,L,300.0,311.1,1425,47.8,179,0,No Failure
5887,L53066,L,301.4,311.1,1494,41.9,142,0,No Failure
2880,M17739,M,300.6,309.4,1367,63.2,45,1,Power Failure
5331,L52510,L,303.6,312.9,1588,31.9,53,0,No Failure
9279,H38692,H,298.2,308.8,1606,39.9,53,0,No Failure
6543,L53722,L,301.4,310.8,1543,36.9,97,0,No Failure
6813,L53992,L,300.9,310.6,1350,53.8,131,0,No Failure
8984,M23843,M,297.0,307.7,1261,51.1,130,0,No Failure
5688,L52867,L,302.3,311.7,2170,18.2,91,0,No Failure
4657,L51836,L,303.1,311.2,1626,32.3,21,0,No Failure
947,L48126,L,295.6,306.2,1287,54.8,49,0,No Failure
1432,M16291,M,298.9,309.9,1404,41.4,20,0,No Failure
6929,L54108,L,301.1,311.7,1816,24.5,7,0,No Failure
4137,L51316,L,301.7,310.1,1487,48.0,36,0,No Failure
2389,M17248,M,299.2,308.5,1526,37.3,135,0,No Failure
4101,L51280,L,302.0,310.4,1895,23.2,161,0,No Failure
4002,H33415,H,302.1,311.2,1598,37.9,148,0,No Failure
5241,L52420,L,303.7,313.0,1694,28.0,44,0,No Failure
6900,L54079,L,300.9,311.6,1671,33.5,148,0,No Failure
4990,L52169,L,303.9,313.2,1499,37.4,7,0,No Failure
8633,L55812,L,297.3,308.3,1590,35.5,59,0,No Failure
2987,L50166,L,300.6,309.8,1455,48.0,125,0,No Failure
5487,L52666,L,302.6,312.2,1520,43.0,208,0,No Failure
9013,L56192,L,297.2,308.0,1705,26.0,200,0,No Failure
5797,L52976,L,301.7,311.1,1399,55.1,156,0,No Failure
1841,M16700,M,297.7,307.2,1405,43.7,2,0,No Failure
4106,L51285,L,302.0,310.6,1583,35.2,171,0,No Failure
6373,M21232,M,300.0,309.5,1879,22.4,79,0,No Failure
6638,H36051,H,301.5,310.5,1453,48.0,124,0,No Failure
7216,L54395,L,299.9,309.8,1477,47.7,112,0,No Failure
5548,M20407,M,302.3,311.7,1540,28.9,149,0,No Failure
9965,L57144,L,298.3,307.9,1766,26.5,145,0,No Failure
8907,L56086,L,297.3,308.7,1592,34.4,158,0,No Failure
8580,M23439,M,297.4,308.1,1620,31.2,143,0,No Failure
3661,L50840,L,302.3,311.6,1398,49.1,119,0,No Failure
1008,M15867,M,296.2,307.2,1633,31.1,0,0,No Failure
6040,L53219,L,300.6,310.9,1433,42.6,101,0,No Failure
998,M15857,M,296.3,307.2,1446,45.9,180,0,No Failure
7469,L54648,L,300.3,311.6,1560,37.7,107,0,No Failure
4783,L51962,L,303.8,312.5,1368,52.6,123,0,No Failure
9221,L56400,L,297.8,308.9,1282,58.1,108,0,No Failure
851,L48030,L,296.3,307.3,1567,31.4,5,0,No Failure
6951,H36364,H,300.7,311.3,1374,53.1,66,0,No Failure
1394,L48573,L,299.1,310.4,1594,33.3,147,0,No Failure
2732,M17591,M,299.7,309.2,1597,32.9,135,0,No Failure
1952,L49131,L,298.0,307.8,1839,22.7,79,0,No Failure
7468,H36881,H,300.3,311.6,1463,41.6,102,0,No Failure
4399,M19258,M,302.3,310.1,1563,37.8,31,0,No Failure
6796,L53975,L,301.4,310.8,1477,50.4,90,0,No Failure
2102,L49281,L,299.3,309.3,1528,37.8,45,0,No Failure
5800,L52979,L,301.5,310.8,1593,34.5,162,0,No Failure
9478,M24337,M,298.8,309.6,1693,33.3,170,0,No Failure
9544,M24403,M,299.5,310.9,1378,48.7,119,0,No Failure
7710,L54889,L,300.5,311.4,1445,41.5,66,0,No Failure
5961,L53140,L,300.5,310.7,1606,33.5,121,0,No Failure
6311,L53490,L,300.9,310.1,2090,17.8,133,0,No Failure
7735,L54914,L,300.6,312.0,1670,29.4,134,0,No Failure
6202,M21061,M,301.0,310.9,1510,44.5,66,0,No Failure
4363,L51542,L,302.1,310.1,1447,46.6,169,0,No Failure
7381,L54560,L,299.6,310.2,1743,24.8,99,0,No Failure
1033,L48212,L,296.3,307.4,1648,34.0,60,0,No Failure
1089,M15948,M,296.9,307.8,1392,43.9,0,0,No Failure
3044,L50223,L,300.3,309.5,1551,37.9,42,0,No Failure
6948,M21807,M,300.7,311.3,1562,37.1,58,0,No Failure
3864,L51043,L,302.5,311.4,1674,27.0,223,0,No Failure
7345,L54524,L,299.6,310.1,1384,49.8,11,0,No Failure
554,M15413,M,297.4,309.3,1564,36.0,126,0,No Failure
9199,M24058,M,297.9,308.8,1538,37.6,54,0,No Failure
3972,H33385,H,302.2,311.4,1625,35.4,70,0,No Failure
2503,L49682,L,299.2,309.0,1515,48.9,228,1,Overstrain Failure
3669,L50848,L,302.3,311.7,1510,38.7,141,0,No Failure
1065,M15924,M,296.8,307.9,1409,44.3,145,0,No Failure
9495,L56674,L,299.2,309.9,1516,41.4,219,0,No Failure
5953,L53132,L,300.7,310.8,1563,33.8,104,0,No Failure
8193,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure
6031,L53210,L,300.6,310.7,1397,53.7,80,0,No Failure
9187,L56366,L,297.9,309.0,1629,29.0,26,0,No Failure
215,M15074,M,298.3,308.6,1589,37.1,137,0,No Failure
4814,M19673,M,303.3,311.8,1536,40.6,205,0,No Failure
1831,L49010,L,297.8,307.3,1859,24.0,178,0,No Failure
1029,L48208,L,296.3,307.4,1472,39.9,51,0,No Failure
8210,L55389,L,299.3,310.8,1391,46.9,21,0,No Failure
6292,M21151,M,301.1,310.5,1547,35.8,81,0,No Failure
2998,L50177,L,300.5,309.8,1345,62.7,153,0,No Failure
866,L48045,L,295.9,306.6,1414,50.2,51,0,No Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,0,No Failure
4450,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure
6539,L53718,L,301.4,310.7,1487,44.6,88,0,No Failure
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure
3309,L50488,L,301.4,310.4,1433,43.4,86,0,No Failure
9447,H38860,H,298.1,308.9,1388,53.5,83,0,No Failure
5295,L52474,L,303.9,313.4,1442,48.5,174,0,No Failure
4307,L51486,L,301.6,310.0,1869,22.9,18,0,No Failure
7447,L54626,L,300.2,311.8,1379,51.0,46,0,No Failure
8005,L55184,L,300.9,312.0,1533,44.0,162,0,No Failure
5082,M19941,M,304.1,313.3,1494,39.0,49,0,No Failure
8056,H37469,H,300.2,311.6,1496,41.1,60,0,No Failure
5286,L52465,L,303.8,313.1,1523,39.8,150,0,No Failure
375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure
6291,L53470,L,301.0,310.5,1932,21.7,79,0,No Failure
132,L47311,L,298.8,308.4,1737,27.7,130,0,No Failure
7640,L54819,L,300.5,311.4,1466,41.8,112,0,No Failure
7090,L54269,L,300.6,310.2,1622,34.1,3,0,No Failure
2512,M17371,M,299.0,308.9,1526,41.1,20,0,No Failure
516,L47695,L,297.5,309.2,1715,28.0,30,0,No Failure
586,L47765,L,297.6,309.5,2001,20.5,220,0,No Failure
3229,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure
1267,L48446,L,298.0,309.6,1633,34.8,41,0,No Failure
967,M15826,M,295.8,306.5,1641,32.2,101,0,No Failure
460,L47639,L,297.4,308.6,1476,42.3,107,0,No Failure
1406,L48585,L,298.9,310.1,1394,42.7,179,0,No Failure
9033,L56212,L,297.4,308.3,1723,28.8,33,0,No Failure
5836,L53015,L,301.3,311.2,1668,30.1,18,0,No Failure
1409,L48588,L,298.9,310.0,1452,48.9,185,0,No Failure
7431,M22290,M,300.0,311.4,1384,46.1,7,0,No Failure
6005,L53184,L,300.5,310.4,1761,26.5,12,0,No Failure
7979,L55158,L,301.2,312.4,1480,53.5,97,0,No Failure
7999,L55178,L,300.9,312.1,1359,51.7,146,0,No Failure
7731,L54910,L,300.6,311.9,1472,44.2,126,0,No Failure
